processed_text_gpt_lematizado,count
lipotimia,4
lacerda,4
recorrencia,4
prontoatendimento,4
comordidades,4
investigaçao,4
mnm,4
surgicel,4
sir,4
territorio,4
classificaçãobaixo,4
tanto,4
frequentemente,4
cicatrização,4
macedotécnicoa,4
sincopes,4
paciete,4
redutora,4
nucalgia,4
crepe,4
determinam,4
quedarisco,4
stc,4
mandíbula,4
corrigir,4
afilamento,4
pruriginosas,4
dmnid,4
mb,4
yuri,4
analisado,4
chuveiro,4
detectores,4
dmmedicações,4
crostas,4
públicos,4
nathalia,4
respira,4
guimaraes,4
lemos,4
hasnega,4
estética,4
dequitação,4
sbc,4
taquidispneia,4
viagem,4
mod,4
furosemidamg,4
sfmg,4
descreve,4
sensaçao,4
hopniks,4
glândulas,4
congelados,4
esfincteriana,4
relacao,4
bebês,4
calcificada,4
vicryl,4
fotoreagente,4
mmhgcd,4
kolagenase,4
compativeis,4
queixo,4
hipodensidades,4
controlado,4
prováveis,4
isofoto,4
teg,4
alterar,4
vascularização,4
alinhadas,4
concentração,4
daniele,4
precisará,4
seretide,4
indeterminados,4
inespecíficos,4
neonatologista,4
iamcsst,4
utensílio,4
cond,4
trama,4
temporário,4
extubada,4
dmi,4
especificas,4
imp,4
nutricionalpeso,4
programado,4
adequadovacinação,4
endereço,4
préanestésica,4
batendo,4
glicohb,4
mento,4
antisepsia,4
dímero,4
surgiu,4
assoc,4
certo,4
envolva,4
transp,4
centrolobular,4
tecseg,4
fundamental,4
enviado,4
necessárias,4
angiotomo,4
reavalição,4
obtidas,4
telas,4
bastonetes,4
crefitof,4
acx,4
gostar,4
maiara,4
isi,4
hipercalórica,4
participou,4
distintos,4
on,4
triste,4
contracepção,4
fusocelular,4
mamográfico,4
lazer,4
melito,4
casonatti,4
prematuro,4
circunferências,4
evoluo,4
sequência,4
ppve,4
laparoscopica,4
tapse,4
hoff,4
deitadafrtemperaturapesosat,4
trajes,4
cassan,4
reche,4
diasassociado,4
intolerancia,4
jean,4
alfa,4
celia,4
thiago,4
jejumprescrição,4
hddor,4
introduzir,4
ecodoppler,4
hemogramalinfocito,4
gato,4
patológicas,4
discutir,4
definir,4
prometazina,4
alveolares,4
hemoventrículo,4
sensibilidadeacv,4
língua,4
carina,4
espasmos,4
excisional,4
pisar,4
valdilene,4
protuso,4
ouro,4
órtese,4
regiões,4
sintoamticosstatus,4
hbgli,4
clínicoendocrinologia,4
psicólogo,4
hiperprotéica,4
antecipadas,4
checkup,4
oreintações,4
e,4
cath,4
simões,4
adenomiose,4
colegas,4
nefrológico,4
bcg,4
santiago,4
oclusivas,4
cautelosa,4
calcificadas,4
realizadoas,4
glutamina,4
fluente,4
coerente,4
limiar,4
riso,4
tricúspideo,4
colapsibilidade,4
físicosistema,4
anormais,4
alergiaintolerância,4
candido,4
microangiopática,4
psíquico,4
eutrofico,4
grace,4
galvão,4
domingues,4
úlceras,4
imunidade,4
pendencias,4
dç,4
bernardino,4
desconhecida,4
torneira,4
elisangela,4
espondilolistese,4
pedis,4
antiinflamatórios,4
ctx,4
levou,4
prox,4
hojeap,4
acinetobacter,4
hsrecebo,4
papula,4
amplictil,4
meningioma,4
enviou,4
liberaçao,4
cel,4
sce,4
préviasnega,4
gradativa,4
implantado,4
buco,4
compensação,4
direção,4
sinva,4
comatoso,4
pododactilos,4
perfusas,4
usava,4
farmacologico,4
jane,4
cardiotoco,4
discromia,4
cistico,4
esquerdahd,4
atimpânico,4
rj,4
faltando,4
macula,4
obstipação,4
pupilar,4
surgir,4
andando,4
intraop,4
aquisição,4
tibiais,4
lacuna,4
leucopatia,4
avermelhado,4
antropométricos,4
dentista,4
expectante,4
ubs,4
magnetica,4
desc,4
mecânicax,4
sintomáticas,4
paramediana,4
ind,4
neozine,4
hid,4
elizabeth,4
bócio,4
ficamos,4
plaquetaria,4
mielóide,4
nifedipino,4
anderson,4
agaurda,4
alimentacao,4
delimitada,4
soinício,4
preocupada,4
popc,4
ferido,4
dmnega,4
urotelial,4
pacienterealizado,4
esporadica,4
esqueleto,4
feitos,4
vicente,4
flogisticossistema,4
toracicasistema,4
notamse,4
congruente,4
hsc,4
repercussao,4
eupneicooroscopia,4
aaach,4
normovigil,4
loteabd,4
hiperemianeurológico,4
mlm,4
cúspides,4
simétricosap,4
diastólico,4
transvalvar,4
mumificação,4
operadora,4
mecônio,4
esquizofrenia,4
hipocôndrio,4
colonicos,4
neutrófilos,4
negacirurgias,4
rigida,4
expiratórios,4
rvu,4
mayra,4
galvus,4
repleta,4
distancia,4
kappa,4
gdl,4
potassica,4
cúbital,4
ecoli,4
venth,4
shirley,4
mulher,4
faleceu,4
atropelamento,4
indicacao,4
azitro,4
secretivo,4
metálica,4
passivo,4
lactação,4
dispensado,4
substituição,4
lotemv,4
encontram,4
trim,4
ssinais,4
muscularforça,4
anestesiainício,4
areia,4
cirugia,4
dnv,4
mai,4
físicoacv,4
alcoolismo,4
conf,4
inalterado,4
reuso,4
apareceu,4
infância,4
cromossômicas,4
edemasorofaringe,4
moschetto,4
síndromes,4
adaptativo,4
ambrozio,4
examesap,4
mantemse,4
hemorragias,4
mielodisplásica,4
evidencio,4
adversa,4
carimbo,4
acurácia,4
saturaçao,4
notre,4
diretrizes,4
binocular,4
limitar,4
simétricas,4
preso,4
hipogástrio,4
mesentéricos,4
tratou,4
macedo,4
permissivel,4
matos,4
timpano,4
acetilcisteina,4
abolido,4
sugerido,4
supraclavicular,4
contatando,4
pressat,4
estenosante,4
prostação,4
identificamse,4
alcantara,4
ccp,4
ddímero,4
diluido,4
tulio,4
geraldi,4
farmacológicos,4
gostaria,4
hfr,4
táteis,4
moderadasevera,4
transfemoral,4
ure,4
prejudicar,4
trg,4
deslizamento,4
den,4
eructar,4
qpd,4
trop,4
fosfatase,4
marcio,4
degenerativa,4
bloqueada,4
gme,4
catarina,4
hiperfosfatemia,4
coagulação,4
cardiocirculatório,4
meropenen,4
comunicada,4
lorena,4
psicológica,4
realisado,4
escada,4
magalhaes,4
lourdes,4
flexivel,4
candida,4
talvez,4
mín,4
molhar,4
borba,4
vivian,4
demonstrativo,4
intecorrencias,4
maximum,4
celiaco,4
brecha,4
vscd,4
queixasalergias,4
exofitica,4
trocater,4
kgfc,4
cabaceiras,4
gpn,4
sgb,4
hbhtplaq,4
desvitalizado,4
trigli,4
leitograde,4
sinalizando,4
excentrica,4
sintomaticosretorno,4
domiciliares,4
cdt,4
adtil,4
cristine,4
asmático,4
camaras,4
necessariopaciente,4
convencional,4
gaveta,4
raiz,4
mometasona,4
finalizando,4
varicectomia,4
fibroma,4
stévia,4
refrataria,4
abdominoplastia,4
bcrrnft,4
cirugica,4
teresa,4
pantorrilhas,4
aceito,4
eupnêico,4
itb,4
auxlio,4
intraoperatório,4
excessiva,4
protoclo,4
sro,4
apirético,4
necessariohrs,4
seguiu,4
samara,4
razao,4
flávia,4
floratil,4
perivascular,4
pelvis,4
fome,4
aquisições,4
diferencial,4
misturada,4
chaane,4
abordado,4
perfusãofeito,4
parar,4
relatada,4
reponho,4
mpd,4
cheese,4
restritiva,4
alertaretorno,4
ambientesem,4
hasrm,4
liberados,4
cheias,4
solicitadas,4
dual,4
hepaticos,4
fani,4
reperfusão,4
compromissos,4
periferia,4
analise,4
ausentefontanela,4
dinheiro,4
suboclusivo,4
fisioterapeutanoturno,4
viúva,4
bateria,4
vitaish,4
ligado,4
hemorroidária,4
percussao,4
osseas,4
leguminosa,4
tubérculos,4
classificaçãoobesidade,4
curvatura,4
delimitado,4
mórbidosaf,4
obstetrícia,4
mobility,4
mgkg,4
rls,4
barlowortolani,4
típico,4
mov,4
erp,4
hipertimpânico,4
idem,4
ductos,4
w,4
infundindo,4
dolor,4
eucardica,4
lconduta,4
aceitaçãoh,4
montelucaste,4
poipc,4
mmi,4
supraventriculares,4
tolerando,4
ulceradas,4
realizacao,4
chek,4
necessariostatus,4
radiodensas,4
rosbife,4
desfiado,4
ambulância,4
laboratoriaishb,4
direitaconduta,4
bmmg,4
altmmii,4
dasatinibe,4
menbro,4
morangos,4
videolaparoscópica,4
xilocaina,4
sacro,4
especificados,4
cicatrizes,4
realizará,4
removo,4
acertil,4
apresolina,4
panturilha,4
furo,4
ferritna,4
requerente,4
neutra,4
bbi,4
pausada,4
alcoólico,4
cpmaferido,4
eletrodos,4
calcaneos,4
sérica,4
nervosa,4
extramedular,4
toracia,4
magnésio,4
doxiciclina,4
diástase,4
seque,4
patológico,4
metastatica,4
projeção,4
lítica,4
sintomaticosorientações,4
pcm,4
novaes,4
antecipada,4
lidiane,4
musc,4
as,4
chaaamv,4
gn,4
ortop,4
cariotipo,4
encarcerada,4
dapaglifozina,4
diminuicao,4
diabete,4
diagonal,4
morno,4
piramidal,4
quali,4
sessoes,4
gleason,4
ansia,4
consultoriorealizado,4
esclerosante,4
segurânça,4
reduzidas,4
borracha,4
proctológico,4
mrpa,4
brandao,4
desagradável,4
previsao,4
altina,4
queixar,4
tocadas,4
guias,4
mcpm,4
pleurais,4
diâmetros,4
rondaem,4
mamárias,4
xapos,4
qeuixas,4
hcaaa,4
examesrnm,4
medicamentosaef,4
corrigida,4
tadalafila,4
panqueca,4
diagnósticarotina,4
isenção,4
comporta,4
dip,4
exantemas,4
pas,4
pubis,4
estendem,4
mmiipp,4
dietéticas,4
nf,4
higiênica,4
momentoatb,4
periodica,4
coloide,4
testosterona,4
autoclave,4
pomadas,4
pressorico,4
mehora,4
oxalato,4
giodarno,4
dayane,4
ablok,4
simuso,4
sing,4
begcorado,4
evidenciava,4
exsudativas,4
motilidade,4
cooperativa,4
falc,4
fracoes,4
michelle,4
flair,4
localizados,4
coroas,4
radiadas,4
ileo,4
cosnciente,4
tenso,4
vaginalsim,4
procotolo,4
internacional,4
identificaçãorisco,4
melissa,4
intubada,4
cefepima,4
negado,4
equino,4
barret,4
esofagogástrica,4
palmar,4
sacada,4
verso,4
vertebrobasilar,4
descoforto,4
pinta,4
mgnoite,4
exacerbada,4
creatina,4
clearance,4
minilax,4
compreender,4
pneumologia,4
secador,4
encontrou,4
tibia,4
solciito,4
lumen,4
chouriço,4
vulvar,4
biocor,4
anasarca,4
otimizada,4
pressoricas,4
carb,4
adequo,4
viciosnega,4
identificaçãoroxa,4
tomboly,4
nescessario,4
labios,4
fumaça,4
svt,4
cha,4
ocm,4
exmaes,4
técnicas,4
brônquico,4
mucnega,4
gravidico,4
hidrataçao,4
xt,4
cetoconazol,4
mmiihd,4
melhore,4
lisador,4
manterganhar,4
negativohepatite,4
distensao,4
descontinuação,4
acianóticoa,4
prognostico,4
kgexame,4
natan,4
prefere,4
karoline,4
tonturas,4
desvinculação,4
clipe,4
uterinos,4
atualizadas,4
glomerulonefritelúpica,4
episiotomia,4
solitus,4
lamg,4
exsudatos,4
tpm,4
classificaçãosob,4
semanaconsumo,4
periodicamente,4
rcv,4
ocorra,4
interposição,4
hilar,4
esquecido,4
prévioshas,4
simentricos,4
cavalcanti,4
córtico,4
hbglicada,4
farmacodermia,4
dialisato,4
acredita,4
proeminente,4
condutaencaminho,4
bacias,3
diasfez,3
analdiminuindoassim,3
localpreferese,3
íntimas,3
levesde,3
pectoris,3
tratametno,3
diastase,3
solteira,3
vidaprevenção,3
encaminhamentos,3
regiãodevese,3
ocasionalmente,3
tnmxnodulo,3
recomendados,3
batatadoce,3
supositórios,3
trocarte,3
negativohd,3
murchem,3
diminuam,3
discutidas,3
desviado,3
couveflor,3
cansa,3
sinaissat,3
colonosocpia,3
deambulaçao,3
extrassitoles,3
indice,3
triarterial,3
iniciaram,3
morador,3
amolecido,3
descontrole,3
andré,3
madeira,3
hematurico,3
formando,3
nic,3
rosenilda,3
assoalho,3
asperção,3
umidecido,3
caracterizadas,3
veress,3
oxalacetica,3
acomentimento,3
colpite,3
gtm,3
neoplasico,3
rpaalta,3
volumetrica,3
pulmonarmurmurio,3
superioes,3
lojas,3
escarola,3
normaisausência,3
ativamente,3
cmgm,3
anosvem,3
condicoes,3
dirieta,3
triancil,3
recusam,3
ssvvfc,3
parasseptal,3
eucardico,3
nervosas,3
observa,3
metodo,3
ms,3
miconazol,3
lig,3
benefício,3
normoprotéica,3
diurnoaproximadamente,3
myllena,3
atrófico,3
cortico,3
home,3
encmainho,3
maçodia,3
evac,3
estimadomlminm,3
atbs,3
atrás,3
hipercapnia,3
canudo,3
permitindo,3
nelson,3
ppd,3
oligurico,3
tfgest,3
riscosbarreiras,3
enterobacter,3
explica,3
endurecido,3
pirads,3
prepucio,3
desprotegida,3
eucárdica,3
acantose,3
mudaça,3
resistencia,3
profundos,3
salete,3
email,3
cpf,3
sequelares,3
consaguinidade,3
alcançe,3
colocou,3
blocos,3
hidrocele,3
saladas,3
ilicitas,3
retornado,3
concomitante,3
contínuos,3
sobrinho,3
pta,3
prostatectomia,3
proctyl,3
haas,3
ref,3
kgestatura,3
cmpaciente,3
figo,3
endometrióide,3
tornerinha,3
omentectomia,3
sedesta,3
metástases,3
tuba,3
diasrefere,3
aeróbica,3
manifestação,3
omentais,3
orietada,3
radiopaco,3
microssatélite,3
cigarros,3
proeminencia,3
cita,3
varjao,3
ilícitas,3
duvida,3
caprini,3
kgmsc,3
mtidal,3
volml,3
creatininamgcl,3
pneumatica,3
dormindoh,3
qua,3
sab,3
perfuraçõespele,3
fraturacd,3
condutaescuta,3
fonoaudiológica,3
menstruação,3
hiperemica,3
meconial,3
receitastatus,3
arredondada,3
letárgica,3
plaqmil,3
soprosabdome,3
priorizando,3
atg,3
racd,3
benigna,3
indicações,3
esforco,3
biologico,3
cair,3
diazepan,3
espaçooroscopia,3
placascardio,3
mmiipulmonar,3
expansibilidadeabdome,3
profundacabeça,3
mandíbulaotoscopia,3
servico,3
condutaex,3
drpaula,3
diafise,3
direcionado,3
mielínica,3
incipiente,3
interhemisférica,3
hipertensivas,3
esplênico,3
paulino,3
habitualmente,3
usuaria,3
extr,3
terapeuticoprevisão,3
falciforme,3
vinha,3
auxilia,3
estoma,3
mediais,3
vesiculas,3
joana,3
abome,3
otociriax,3
klebsiela,3
arquivo,3
perineoplastia,3
polimixina,3
pb,3
perif,3
protrusos,3
capilaradequada,3
assadura,3
diureseml,3
atelectásicas,3
cardiologiamotivo,3
planeje,3
normoperfundidos,3
fixos,3
subsegmentares,3
insulinaalergias,3
rra,3
mantenhome,3
amaurose,3
condutamantida,3
mipa,3
perfurada,3
pifroroscopia,3
magda,3
hipertensivos,3
variáveis,3
ausências,3
ceu,3
léia,3
vitaisafebrildiurese,3
objetivar,3
havendo,3
préoperatório,3
maxilo,3
ivp,3
hipercromica,3
bilirrubinas,3
ssvvrealizo,3
escovação,3
classificaçãoadequado,3
gislaine,3
normalsedação,3
ranitidinadieta,3
meloenfermeiroa,3
atenciosamente,3
tento,3
volumétricas,3
marginais,3
intensificar,3
pesi,3
haemolyticus,3
inibidor,3
prótons,3
prev,3
cpmhrs,3
dtpa,3
assitência,3
cortocontuso,3
ih,3
retificação,3
hnega,3
alrgado,3
arthur,3
dii,3
honda,3
lordose,3
vou,3
uncovertebrais,3
sinalizar,3
extrusão,3
proteicocalórica,3
implantou,3
tenta,3
sdra,3
deambulção,3
eletrolíticos,3
coxins,3
necssário,3
hydrofilme,3
mínimas,3
dorsiflexão,3
biom,3
nutricionalobesidade,3
higienica,3
benignos,3
tablet,3
realizao,3
itém,3
mônica,3
preservadasistema,3
lyandra,3
parenquimatoso,3
sintomáticosstatus,3
cantoplastia,3
videolaparoscopia,3
cárdia,3
estratégias,3
dorsolombar,3
propostos,3
bco,3
normocardia,3
tissularmusculo,3
esqueleticoregião,3
edemapanturilhas,3
computador,3
méddico,3
gliconato,3
rebeirão,3
setado,3
concêntrica,3
lisas,3
monofásico,3
regularização,3
alergiaconduta,3
estimulantes,3
meato,3
neoplasicos,3
evolutivo,3
aprendizado,3
eap,3
dopple,3
tênues,3
temporariamente,3
metalica,3
corus,3
repletos,3
adenose,3
nervo,3
diahd,3
nutricionalavaliação,3
aprazo,3
suquinha,3
diprospan,3
prescr,3
experiência,3
parva,3
metastatico,3
doe,3
ohvitd,3
mexe,3
xxtempo,3
xxfrequência,3
límpido,3
xxsensibilidade,3
xxvolume,3
artur,3
lóbulo,3
volumétrico,3
ligeiramente,3
persistem,3
onicocriptose,3
tras,3
felizardo,3
bífido,3
mnri,3
rubro,3
lais,3
baby,3
mesogástrio,3
viva,3
erika,3
metrorragia,3
acessar,3
invest,3
indispensável,3
parietooccipital,3
hiperatenuantes,3
cápsula,3
pes,3
diamicron,3
arrastada,3
squeix,3
roux,3
relat,3
medicamentospeso,3
hidroginastica,3
fisicopeso,3
consignado,3
fenestrada,3
stapler,3
hook,3
maryland,3
consignados,3
corante,3
tenolise,3
peneumático,3
tnaculum,3
forceps,3
convertido,3
compromido,3
fenestrated,3
peritonial,3
ipmsat,3
cbegchaaabpp,3
echaaaacp,3
reativabrnf,3
mvbilateral,3
acessóriaabdômen,3
preservadoneuro,3
grasper,3
longos,3
cuidadorefetiva,3
arm,3
robô,3
nitrogenadas,3
harmonic,3
negativootoscopia,3
condutaatestado,3
levepaciente,3
hipofluxo,3
hbg,3
vesseal,3
ferreiraenfermeiroa,3
sealer,3
prograsp,3
monopolar,3
curved,3
scissors,3
mate,3
large,3
propanolol,3
suturecut,3
needle,3
stellar,3
driver,3
físicosem,3
colocome,3
condutaanalgesia,3
tinea,3
column,3
coutinho,3
cadiere,3
multiparâmetro,3
spatula,3
patológicaoutros,3
febrerelata,3
acompanhou,3
alex,3
branden,3
alteraçõespifr,3
meningismohd,3
ivascd,3
médicoorientações,3
snmãe,3
difenidramina,3
ascitico,3
glyxambi,3
cloroquina,3
rhageniturinário,3
enfermagemcorensp,3
ambientemantendo,3
pósparto,3
mgnega,3
vitaisrisco,3
amputacao,3
wiviane,3
vasconcelos,3
específicas,3
ncr,3
calçados,3
normalhipótese,3
glicemica,3
pacienterisco,3
firmeza,3
vl,3
correia,3
hasalergias,3
energéticos,3
edemahipótese,3
esclarecimento,3
reservado,3
incerteza,3
amarga,3
ainh,3
fluxograma,3
paradaredução,3
pelear,3
segabdome,3
presentesegue,3
indicam,3
romulo,3
complicado,3
hiperproteico,3
oncohematologia,3
lombarcontração,3
lira,3
nasaloriento,3
arsintomas,3
cabeçatonturavertigem,3
especificacao,3
assertividade,3
anictericoacianotico,3
sanches,3
kerning,3
questionario,3
assinale,3
cbp,3
observadas,3
cpp,3
tatiana,3
timoma,3
ieda,3
laringite,3
pleura,3
eupineica,3
marden,3
enfermagemhm,3
ribeiroenfermeiroa,3
brudzink,3
acrocordon,3
psof,3
taquicárdico,3
hotz,3
intimo,3
normontenso,3
taxon,3
filtração,3
neurovasculares,3
alateraçao,3
reoperação,3
diabéticoprescrição,3
dilatacao,3
adaptadaaceitação,3
atq,3
aguardamos,3
cardiacos,3
dispneiasem,3
trasparente,3
conexão,3
deitarse,3
melhoraalergias,3
farmacovigilância,3
centralpaciente,3
desloca,3
child,3
vasculopatia,3
aumentando,3
opióide,3
ovaladas,3
geladas,3
pesando,3
psquadro,3
intolerancias,3
recuperado,3
ect,3
admissionais,3
apndaem,3
srabrnf,3
aerossois,3
cdmedicaçao,3
maxilares,3
solicitude,3
opióides,3
estomatite,3
ivl,3
saxenda,3
bolhosas,3
drpad,3
substancias,3
mant,3
nefroclinicas,3
trocou,3
contraceptivos,3
beclometasona,3
eletrico,3
suspensao,3
fem,3
pop,3
cult,3
supressão,3
subluxação,3
multifatorial,3
simpática,3
atetsado,3
rotinaidade,3
lminsensibilidade,3
sabultamol,3
queixasalergia,3
questoes,3
cópia,3
videocolecistectomia,3
estimar,3
abl,3
cujo,3
subestimar,3
favorável,3
losartanamg,3
hla,3
notada,3
laserterapia,3
mucosite,3
crescem,3
póspcr,3
acabou,3
rmn,3
infectometabolico,3
terca,3
institualizado,3
quadr,3
bera,3
bronquinho,3
cerazette,3
colangiornm,3
iiic,3
ptna,3
ptr,3
gy,3
tinta,3
delirios,3
volição,3
haldol,3
orotraquel,3
comorbuidades,3
repetiçao,3
negaalimentação,3
saudavelvacinação,3
sichabito,3
preops,3
alteraçõesexame,3
reativaar,3
palpaveisext,3
trec,3
retire,3
soroscopia,3
ctv,3
sist,3
professora,3
ganglionar,3
desmamar,3
diagnósticaeutroficadnpm,3
mórbidosaps,3
dificultoso,3
lazerdescansodesenvolvimento,3
miometrio,3
abordagens,3
coledocolitiase,3
esverdeado,3
físicoab,3
divertir,3
deixando,3
cognição,3
alopsiquicamenteface,3
condutapeço,3
detectado,3
negaatb,3
roturas,3
quatros,3
juliano,3
bote,3
holanda,3
tranferencia,3
diagnósticadm,3
otorrinolaringologia,3
hipertrófica,3
hiperosmolar,3
ug,3
esofágicas,3
tabagismoanosmaço,3
glifagemg,3
equipes,3
cavum,3
menopausada,3
hobby,3
ansiedademuc,3
físicook,3
etaria,3
borramento,3
vermelhos,3
mileny,3
esquerdos,3
isabely,3
bombeiros,3
compra,3
pacient,3
irmao,3
lipiodol,3
biatrial,3
hept,3
exigindo,3
bisturu,3
faecalis,3
emagrecer,3
lobares,3
hipocoradas,3
estimulado,3
vesícuintestinais,3
nervosocabeça,3
frio,3
prl,3
resolveu,3
condutaro,3
corenspae,3
favoreço,3
satisfação,3
lmc,3
famíliaamigos,3
associase,3
fotos,3
negahda,3
spiriva,3
fentanila,3
crosta,3
ssaparelho,3
fúngica,3
agurada,3
cafaleia,3
kid,3
flac,3
descansamos,3
urofluxometria,3
hidratacao,3
agitados,3
numeração,3
preocupados,3
cursos,3
wanderson,3
avalie,3
fuentes,3
avô,3
colocada,3
esquerdapaciente,3
solicta,3
admissãoidade,3
admissãomédico,3
sinaisdata,3
compacta,3
evn,3
red,3
agregado,3
normotonico,3
normomodulante,3
orientando,3
inicou,3
oscilações,3
perihilar,3
desconsidero,3
amoxicilinaantecedentes,3
surdo,3
pensa,3
imsolicito,3
fétido,3
hconduta,3
drp,3
hn,3
lavando,3
intercalando,3
teles,3
sinasi,3
colúria,3
uiptnsgleuco,3
microcálculos,3
diagnósticoanatomopatológico,3
chaaaabd,3
lobulados,3
acolia,3
tiflite,3
agachamento,3
sop,3
eli,3
lobectomia,3
grelhado,3
lido,3
bolado,3
cena,3
gastos,3
ciclopirox,3
cristovão,3
observando,3
sensorial,3
psicotrópico,3
autodemarcação,3
demarcar,3
hbpm,3
usolosartana,3
clortalidona,3
syntroid,3
casaencaminho,3
investido,3
cns,3
sustrate,3
dormiu,3
tropicamida,3
seixas,3
britto,3
colocacao,3
provindo,3
escleras,3
uniformes,3
arrotar,3
inclinado,3
aposem,3
vindas,3
inflamada,3
sinalizo,3
hasdmchagas,3
normalconduta,3
abusivo,3
náuseavômito,3
peritôneo,3
jamile,3
vazio,3
fisioterapeuticas,3
órgão,3
abdme,3
naquilo,3
ferreiratécnicoa,3
realmente,3
ortopedicas,3
respondeu,3
espermograma,3
fisioterapeutatardeprocedimentos,3
donarem,3
cuidadorpaciente,3
acompnhada,3
erosivo,3
toraxica,3
flexao,3
hiperplásico,3
iodopovidona,3
desperdiçado,3
mãemantendo,3
cefalica,3
proveniete,3
hdn,3
adequar,3
adultoencontrase,3
amaro,3
sistemica,3
desorientada,3
hemodinâmicas,3
médicaalta,3
broncodilatadores,3
hospitalizaçãohistorico,3
nasalnega,3
elegíveis,3
baar,3
mvb,3
mvpeplbhmaterdeicombrmvpepptbrdmvpeplistapacientelistatodospacienteshmvpepalergiaseventos,3
enfermagemprocedimento,3
protusão,3
sequencia,3
resolvidos,3
torsilax,3
hiperglicemico,3
proctologista,3
parc,3
roncuronio,3
llpo,3
seropurulenta,3
exogeno,3
localglobal,3
joelma,3
amorim,3
condutaalta,3
tardehprocedimentos,3
flushing,3
assumilos,3
mergulhante,3
desses,3
carregar,3
davi,3
hesite,3
repousando,3
mostrado,3
leitosem,3
instituiçao,3
chaaacard,3
contatuante,3
dexilant,3
implantação,3
rec,3
christianini,3
mamada,3
júlio,3
umibical,3
maleficios,3
osteossintese,3
constraste,3
anosqp,3
reparador,3
urologica,3
fixar,3
ak,3
lazaro,3
contuso,3
clave,3
baixar,3
eupneuco,3
bilatealmente,3
bento,3
vísceromegalias,3
gavagem,3
refeiçõesdia,3
dayana,3
aumente,3
ácidos,3
ortopédicas,3
graxos,3
ômega,3
invés,3
brancos,3
piroxican,3
gordo,3
miúdos,3
crustáceos,3
manjar,3
ppf,3
hidrogenada,3
embalagens,3
diahpma,3
lombarconduta,3
escopolaminadipirona,3
continuidademanter,3
hidrogel,3
vitima,3
monitorizacao,3
raissa,3
thamiris,3
comorbidadesem,3
ritimicas,3
antropometrica,3
abaixado,3
neurotoxoplasmose,3
th,3
nodulectomia,3
ecoestresse,3
ote,3
gii,3
iggm,3
desvenlafaxina,3
aerocolia,3
sl,3
periorbital,3
presevada,3
hemorrágicashipótese,3
escalonamento,3
mostram,3
cristaloide,3
atrio,3
coberto,3
realziado,3
concepto,3
gca,3
hipovascular,3
plástico,3
flutuação,3
evidenciada,3
videolaparoscopica,3
gisleine,3
bolsão,3
cobro,3
incerto,3
oculares,3
begaaahc,3
desencadeou,3
travas,3
visibilizadas,3
hasconduta,3
sraac,3
visibilizada,3
vigorosa,3
valsalva,3
glandular,3
educacional,3
ensino,3
ajustados,3
sludge,3
visao,3
baristar,3
flogíticos,3
escarro,3
nucleo,3
betabloqueador,3
expansivas,3
impregnação,3
haspa,3
multipla,3
indolormembros,3
esqeurda,3
transudação,3
ggw,3
médiobaixo,3
poliqueixosa,3
esparadrapo,3
pht,3
levetiracetam,3
linfadenopatia,3
prazosin,3
internacoes,3
secrecoes,3
sintéticos,3
